Country Name,Country Code,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Niger,NER,2018193598.24088,1798374532.94855,1945327545.88815,2170481497.62212,2731416281.32709,3052898685.69525,3405134555.29166,3646727993.03698,4291363546.82479,5403364453.52777,5397121962.02425,5718589550.16349,6411842066.31128,6773185511.26727,
Nigeria,NGA,35870792987.9432,46385996027.4279,44138014092.2627,59116868249.8401,67655840108.1547,87845403978.2742,112248324602.677,145429802541.747,166451202370.171,208064724514.151,169481270114.984,229507890739.083,245682418219.43,262597405487.822,
Nicaragua,NIC,4855717872.17377,5107329009.66642,5323146567.74198,5224213018.8925,5322437647.57853,5795568202.50505,6322582497.35619,6786294613.48486,7446636654.71995,8254342299.67401,8156131183.33235,8586295846.08302,9635568028.48791,10507356837.651,
Netherlands,NLD,411456424461.965,385074626865.672,400654138702.461,437807265198.57,538312641083.521,609889925685.869,638470626274.685,677691901432.745,782566743038.276,870811147324.862,796333367137.001,772090789473.684,832009722222.222,770555412702.494,
High income: nonOECD,NOC,1260452386326.59,1439071025370.77,1447520667869.25,1514975581046.34,1694489504217.37,2038578367251.36,2441753700164.66,2879423659973.78,3430110348837.79,4135665094579.53,3416592108147.37,4009388496202.53,4835370730431.12,5104878388855.4,
Norway,NOR,159045286696.071,168288531891.204,170922851073.768,191927027230.141,224880794327.844,260029106207.989,304060069848.661,340041912703.697,393479162081.796,453885460992.908,378849392446.007,421236092715.232,491064821428.571,499667211001.289,
Nepal,NPL,5033642384.10596,5494252207.90502,6007061224.4898,6050875806.66403,6330476434.54937,7273933992.74548,8130258976.02985,9043715355.8881,10325618017.379,12545438605.3959,12854834975.299,16010389261.745,19123129346.3143,18962962962.963,
New Zealand,NZL,58141345788.5723,51981385895.5781,53273715302.1932,65999637537.5819,87418267497.2517,102983802756.303,113834420633.803,110304429415.584,135291901176.471,130672262112.676,118573727125,143246762589.928,162634645669.291,167347054533.668,
High income: OECD,OEC,25315467995036.6,25757096752943.5,25535445878029,26618278465992,29870429404630,33182105337256.1,34920000331590.8,36743225157538,40080186466917,42347919795681.3,39851480208275.2,41526276752344.3,44679940344450.8,44685204702478.9,
OECD members,OED,26200164639226.2,26762227488676.8,26517633684501.9,27667680210929.6,30979138055906.4,34450998113435.6,36383516967582.4,38352908258297.5,41906902699835.3,44331561506763.1,41488020379697.9,43432293266378.9,46752053784982.8,46777297862832,
Oman,OMN,15710148340.0807,19867880550.2714,19949284974.8547,20049414986.065,21542262852.4551,24673602279.5173,30905071770.5812,36803641389.0006,41901170688.8693,60566970579.2556,46866060195.7311,58813004375.26,69971912137.5133,,
Other small states,OSS,26460935007.9224,28478003539.9776,28129354982.6791,28898511036.0483,37190604754.328,46429560062.8301,53275589171.1921,56667850905.7417,66529274863.1027,80052610005.0539,69206412654.6884,82176033157.6998,97753616908.0927,96785564891.1552,
Pakistan,PAK,62973855718.8874,73952374969.7995,72309738921.3329,72306820396.2325,83244801092.7096,97977766197.6724,109502102510.883,137264061106.043,152385716311.916,170077814106.305,168152775283.032,177406854514.885,213853864893.914,225143266331.151,
Panama,PAN,11456300000,11620500000,11807500000,12272400000,12933200000,14179300000,15464700000,17137000000,19793700000,23001600000,24162900000,26589600000,31315800000,36252500000,
Peru,PER,51509515206.3704,53290390318.0249,53935760985.2102,56772338815.4457,61346725170.0522,69725009964.83,79385073422.3301,92432757798.1651,107492226613.478,129537265753.425,130064300617.482,157609814184.397,181011064727.273,203790266509.653,
Philippines,PHL,82995145600.7289,81026294681.2438,76261998622.8918,81357657790.4137,83908205719.8012,91371236939.2189,103065972407.859,122210719245.942,149359920006.4,173602533345.577,168333540385.114,199589447424.074,224095219329.238,250182019476.324,
Palau,PLW,113485000,158408810.423418,167182520.656761,168926089.456712,173320433.977028,190829015.31499,206328827.379497,210111650.861356,211831321.628491,212734858.063924,197525348.180376,196543326.079735,212903319.801064,228415735.257751,
Papua New Guinea,PNG,3477060138.33333,3521348154.79666,3081029665.98233,2999542369.42117,3536459119.8821,3927114456.84311,4901584516.12903,5598700444.44444,6329292929.29293,8010370370.37037,7914594202.89855,9480047958.80839,12393604089.4569,15653921367.2759,
Poland,POL,167801749888.458,171276118424.232,190420870074.99,198179425151.286,216800888642.044,252768998589.254,303912247950.845,341669943593.876,425321502150.576,529432301178.815,430917310342.617,469736810690.719,515666869136.802,489795486644.151,
Puerto Rico,PRI,57841000000,61702000000,69208000000,71624000000,74827000000,79209000000,82809000000,86157000000,88405000000,92605700000,95369800000,97147300000,98757000000,101495811266,
"Korea, Dem. Rep.",PRK,,,,,,,,,,,,,,,
Portugal,PRT,126423822714.681,117299520913.949,120332080536.913,132285714285.714,161931941309.255,185397304327.851,191847858528.578,201790398436.412,231741573802.622,251925293880.69,234119384365.758,227446710526.316,237675277777.778,212273977886.346,
Paraguay,PRY,8392549938.67056,8195993191.26952,7662594856.78516,6325151820.2228,6588103956.47934,8033877459.1225,8734651353.60575,10662013294.3079,13837525590.2673,18504760911.426,15954961409.8569,20028375553.9077,26007966686.6956,25502060502.1181,
Pacific island small states,PSS,3644082478.25467,3403375328.39002,3327544956.67498,3508352860.89337,4126718122.3585,4768170858.43189,5214349168.29613,5480016481.4696,6077172856.09329,6596488988.09874,5737213128.33947,6382013890.33255,7365077734.5045,7810192972.28318,
French Polynesia,PYF,3797016068.69689,3447543137.94149,,,,,,,,,,,,,
Qatar,QAT,12393131510.9639,17759889598.0531,17538461033.0061,19363735705.6767,23533790530.5514,31675273812.3988,43040108649.7014,60496701553.1987,79546975729.4478,115019776904.93,97583513671.1764,125122249141.251,171476093959.187,,
Romania,ROU,35592337082.8604,37052636395.1938,40180746113.1837,45824529874.3372,59507345650.253,75489440362.1003,98913392471.9673,122641508767.76,169282491900.094,204335225693.755,164345718689.535,164435979735.045,189775739203.407,192710684930.009,
Russian Federation,RUS,195905767668.562,259708496267.33,306602673980.117,345110438693.573,430347770733.155,591016690742.937,764000901160.58,989930542278.684,1299705764824.48,1660846387626,1222648134225.45,1524916698233.31,1899085300762.05,2014774938341.85,
Rwanda,RWA,1817655191.84317,1734938190.27765,1674685125.62865,1677447003.07548,1845979351.35205,2089188920.75355,2581286406.73226,3111191405.55534,3738146668.93841,4711735377.43574,5252677064.51254,5624506157.41067,6354119344.04968,7103000861.20669,
South Asia,SAS,599543853861.704,622975897595.183,638745671193.222,672494121080.409,784882714579.418,911124327825.774,1044617146198.82,1194851718935.78,1514760056069.51,1540327787663.79,1693544062033.63,2073906765279.16,2298738154919.25,2286092819566.87,
Saudi Arabia,SAU,160957062621.867,188441864874.667,183012268441.6,188551196398.933,214572800000,258742133333.333,328459608764.111,376900133511.348,415909018143.01,519796800000,429097866666.667,526811466666.667,669506666666.667,711049600000,
Sudan,SDN,10682027626.827,12257299162.7402,13182872554.7864,14803423334.6043,17646271396.8949,21457886199.291,26524992225.3521,35159250984.9057,45456460335.1022,54082389392.8541,52839990730.8172,64849930757.6995,63997129026.7582,58768800832.7859,
Senegal,SEN,5144045092.86221,4679604921.56347,4877602012.42811,5333862343.6271,6858952716.5383,8031344239.66792,8707015063.75222,9358710763.47381,11284603480.5383,13386346542.8972,12812994669.9019,12932427724.3508,14440676497.9993,14045759802.382,
Singapore,SGP,85963561402.373,95922652585.622,91148432628.399,90582818233.825,93362870572.9047,109336483913.863,123506892267.645,139020876513.172,168705756482.337,178924164929.529,194131267854.513,217200123752.449,245024318394.339,274701299733.694,
Solomon Islands,SLB,482214092.308964,435101217.233417,400464593.02552,341663053.747468,332736306.539249,375109694.525921,413909879.281265,456735444.86792,586218381.044736,645796657.499394,601299089.753921,678625481.686751,866672433.270049,1008424232.18251,
Sierra Leone,SLE,669384768.87263,635874002.198748,1079478387.83576,1239004287.75607,1371442565.69701,1431208677.30352,1627853086.42403,1887429109.49668,2157944721.20791,2504381637.36576,2454531383.2699,2575466372.26831,2938747215.20983,3796030045.13767,
El Salvador,SLV,12464700000,13134100000,13812700000,14306700000,15046700000,15798300000,17093800000,18550700000,20104900000,21431000000,20661000000,21418300000,23139000000,23864400000,
San Marino,SMR,853373879.731819,773907642.414748,815205233.062791,879957209.923907,1122981525.35502,1317357834.61634,1375416604.48689,1469075398.31891,1687653983.02765,1899809579.61037,,,,,
Somalia,SOM,,,,,,,,,,,,,,,
Serbia,SRB,17632705912.6184,6082791506.17659,11390468618.534,15102567924.9297,19550781969.0408,23649854234.3966,25234408772.9975,29221081586.6368,38952093544.4413,47760580365.5549,40249479880.3207,36990001283.5323,43291846195.8004,37488935009.7878,
Sub-Saharan Africa (developing only),SSA,332756056632.018,341622010206.86,327619913585.604,348667513950.338,444876501171.11,552195068318.858,643878565860.629,749471797618.428,868821679712.399,988528535234.571,938909742755.119,1131986768056.07,1261796381377.7,1289813284471.03,
South Sudan,SSD,,,,,,,,,,15264618785.5323,11853474305.229,15178973598.0733,19145887852.2524,10220256856.5217,
Sub-Saharan Africa (all income levels),SSF,333624699363.111,342862677064.027,329355821653.611,350815088571.735,447830637938.51,557443575085.531,652112165291.871,757249569339.049,879145357918.16,1004034351872.28,949349486953.642,1144351408104.57,1278681856204.56,1307585003262.35,
Small states,SST,59721008190.6447,64141843858.7977,64574633105.6658,67335885496.4518,78719201942.279,91938106001.88,105045023162.564,114580524853.859,130946602967.04,153191809653.971,130908077276.997,147660600184.866,168661086507.137,169368743587.462,
Sao Tome and Principe,STP,,76709304.533641,76460376.9594566,90713303.0563938,97994011.6429379,106764253.74548,113808749.415253,124184906.73689,144259256.649338,183464986.34772,196473838.856079,201037916.583708,248286778.216557,263398378.000848,
Suriname,SUR,885444167.44186,892164363.636364,763465570.642202,1078402127.65957,1271196078.43137,1484092538.40527,1793557833.08931,2626093294.46064,2936612021.85792,3532969034.60838,3875409836.06557,4368007284.81569,4363219094.24725,5012121214.24757,
Slovak Republic,SVK,29947934157.2555,28724041827.8976,30318731991.0515,34638306041.7843,45837416478.5553,56073225726.3472,61328471583.1364,69002095094.7184,84108560087.5992,97908891167.4235,87239747151.9867,87077443708.6093,95877536836.2524,91148717948.7179,
Slovenia,SVN,22309684226.3866,19979467790.4398,20498926980.9993,23136352386.3753,29152072067.9303,33837749815.1716,35717733757.4551,38945146499.5315,47306799054.202,54606018255.4563,49056152691.0253,46908328071.2701,50250208507.4658,45279487179.8345,
Sweden,SWE,258813540859.799,247260155857.763,227359498891.481,250960758336.671,314713404152.703,362089648912.965,370579639747.414,399075661572.866,462512853670.12,486158607819.636,405782994635.359,462903051317.614,536293220338.983,523805608856.089,
Swaziland,SWZ,1547888453.75789,1524490159.09856,1349326983.00661,1224220675.06919,1854020495.72254,2420610578.59952,2584077930.66197,2947922182.75015,3053823329.23844,3019770679.64511,3161320520.44067,3691050502.68749,3969078027.33547,3744472287.07088,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,
Seychelles,SYC,622975776.387828,614877971.233472,618433500.97097,698083344.991819,703096502.624651,839319935.206909,919103261.987138,1016419769.16068,1033635773.39104,967211974.937748,847424851.518855,969973774.818177,1074584859.83785,1128753720.62939,
Syrian Arab Republic,SYR,15873875968.9922,19325894913.1254,21099833783.503,21582248881.6592,21828144686.0394,25086930693.0693,28858965517.2414,33332844574.7801,40405006007.2086,52581913978.4946,53934534350.507,59147033451.8525,,73672408036.1474,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,
Chad,TCD,1534673503.52975,1385058211.51211,1709347776.82501,1987622268.76482,2736666450.54794,4414929142.23367,6646663021.43571,7422102519.56848,8638711756.59476,10351933631.6086,9253484289.64401,10657705072.3284,12156380062.0355,12887072081.6363,
Togo,TGO,1576094484.70894,1294250279.68129,1332328986.28277,1474630199.41874,1673690389.7013,1937074537.93089,2115154090.31071,2202809210.74095,2523462648.98387,3159544508.84232,3163000590.663,3172945282.32304,3685781119.61991,3813834650.19521,
Thailand,THA,122629741697.716,122725247705.559,115536405150.354,126876918690.024,142640079033.312,161339790594.627,176351948403.908,207088828467.346,246976870172.836,272577799257.354,263711244888.554,318907930075.712,345672232115.625,365965815820.015,
Tajikistan,TJK,1086567367.91081,860550294.273467,1080774005.56446,1221113794.72523,1554125542.56223,2076148710.31813,2312319579.02843,2830236053.84429,3719497371.09659,5161336170.46084,4979481980.35098,5642221528.67114,6522590720.77739,6972163026.4985,
Turkmenistan,TKM,2450686659.778,2904662604.82053,3534771968.51189,4462028988.72949,5977440582.80171,6838351088.46688,8104355716.8784,10277598152.4249,12664165103.1895,19271445266.8485,20214456140.3509,22148070175.4386,29233333333.3333,35164210526.3158,
Timor-Leste,TLS,,350100000,429700000,426700000,436500000,455500000,479100000,462600000,558700000,693800000,826700000,934300000,1128300000,1293000000,
Tonga,TON,194669501.594647,188623258.458914,167042880.071237,181801946.956512,208098551.915317,240794581.220982,264812953.795424,295998379.120654,301064027.077359,346850175.914555,318522296.093243,369212477.46289,423038016.923815,471575497.307237,
Trinidad and Tobago,TTO,6808976088.59679,8154315708.34826,8824873155.62584,9008273516.35786,11235960523.0869,12884712295.9948,16088526685.8421,18460905284.2745,21735387008.2052,28017710148.1706,19251916757.9409,20667611846.2508,23577857645.1285,23320256742.6171,
Tunisia,TUN,22943685719.103,21473261837.0176,22066031834.2948,23141616604.5242,27453084982.5378,31183059012.4448,32282960678.4888,34377235161.5327,38848711943.7939,44736953169.3856,43607568688.4396,44377742070.7,46434616144.2086,45662043358.0705,
Turkey,TUR,249751470869.15,266567531989.763,196005288838.12,232534560774.947,303005302818.309,392166274991.231,482979839237.868,530900095204.76,647155133931.998,730337495966.193,614553921823.292,731144392556.339,774775177386.146,789257487307.029,
Tuvalu,TUV,13686699.5709539,13741846.5182024,13196230.2126276,15451294.0406177,18230893.0263027,21535706.6386182,21839580.5663688,22903319.50355,27030996.0274377,30290770.2566871,27101312.7916078,31824701.2783331,39313508.6934276,39875708.119439,
Tanzania,TZA,9697847589.16835,10185786170.7327,10383560997.7807,10805600068.704,11659129814.7433,12825801916.6063,14141916592.3846,14331231238.9296,16825547176.0324,20715086118.9064,21368165399.612,22915004297.2183,23874165047.2772,28242425168.1058,
Uganda,UGA,5998563257.94659,6193246632.3273,5840503702.93999,6178563467.08765,6336696288.99935,7940362663.20133,9013834490.38208,9977209198.94291,11916019462.5072,14440417640.883,15803514642.8305,17197111223.1324,16822413295.1344,19881412441.2345,
Ukraine,UKR,31580639053.2013,31261527363.144,38009344576.6088,42392896031.2394,50132953288.203,64883060725.7003,86142018069.3504,107753069306.931,142719009900.99,179992405832.321,117227769791.56,136418622767.355,163422495339.803,176308825694.203,
Upper middle income,UMC,3911115290799.75,4270096102963.02,4274500982145.16,4270025633666.52,4758370319327.51,5624274751051.67,6692691148027.74,7870165220039.07,9691331941470.11,11792808171195.7,11667861349781.5,13996378037006.2,16432622418556.8,17426690361464,
Uruguay,URY,23983945190.6167,22823255805.9664,20898788420.0932,13606494599.021,12045627411.0182,13686333821.7864,17362872709.7496,19579479147.1959,23410536954.8774,30366148247.8894,30229404320.5219,38846222984.5698,46434697450.8674,49919727146.4227,
United States,USA,9665700000000,10289700000000,10625300000000,10980200000000,11512200000000,12277000000000,13095400000000,13857900000000,14480300000000,14720300000000,14417900000000,14958300000000,15533800000000,16244600000000,
Uzbekistan,UZB,17078465982.0282,13760374487.51,11401351420.1718,9687951055.22541,10128112401.4248,12030023547.8807,14307509838.8053,17030896203.1963,22311393927.8817,27934030937.2157,32816828372.9753,39332771014.013,45324317482.0908,51112745668.7163,
St. Vincent and the Grenadines,VCT,331866660.80569,397447006.684536,431017934.980541,462641609.607232,482397041.110191,522544701.882639,551431645.446551,611040126.245679,684691914.814815,699004420.740741,672342406.296296,674762008.518518,687993792.592593,712588888.888889,
"Venezuela, RB",VEN,97974136436.6528,117147614565.563,122909734601.322,92889586976.1833,83622191418.9774,112451400422.982,145513489651.872,183477522123.894,230364012575.687,315600203539.823,329418979506.288,393807511437.279,316482190800.364,381286237847.667,
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,
Vietnam,VNM,28683658004.771,33640085727.518,35291349277.3143,37947904054.452,42717072777.5838,49424107709.8946,57633255739.4104,66371664817.0436,77414425532.2452,99130304099.1274,106014600963.957,115931749904.86,135539487317.008,155820001920.492,
Vanuatu,VUT,267999225.256634,272014693.050806,257926881.72043,262603781.799059,314463144.04219,364996869.129618,394962552.336108,437072933.899158,526425740.447881,607983815.257081,610075806.66568,700804045.16412,786294694.25164,787073459.020375,
West Bank and Gaza,PSE,4168899306.51301,4113261232.92671,3332382199.49359,2832538290.42852,3144395542.913,3606871947.80257,4015865743.74699,,,,,,,,
World,WLD,31825126768930.9,32872324986797.4,32678362783846.8,33924664960888.2,38058693029123.6,42826770007282.1,46328508515723.7,50172505567029.2,56488054878408.9,61952359911162.9,58716039506316.4,64081876752375.4,71058486031366.1,72440448832221.3,
Samoa,WSM,230621434.542609,239698992.443325,243324190.253866,256677700.108988,301905953.023492,374507187.856928,412220560.259923,453082900.112909,490916834.706904,573946224.503845,500992499.165598,572160378.287853,630129114.003581,683719606.266704,
"Yemen, Rep.",YEM,7641101221.43876,9636342274.82408,9854042164.67463,10693278291.8149,11777768086.8693,13873500887.5612,16753787028.2859,18941303849.6801,21596088517.0427,26869018825.1218,24581907773.5827,31883409718.7382,31724633891.2004,35645823131.5726,
South Africa,ZAF,133183581578.205,132877640157.574,118478986832.603,111100858130.227,168219325183.617,219092936699.386,247051562311.219,261007039378.852,286171830700.042,273141750192.768,283985548070.365,363240728680.384,401802218556.36,384312674445.534,
"Congo, Dem. Rep.",COD,4711259427.18182,4305296502.02899,4691816666.66667,5544467551.72297,5670128142.39407,6511032844.18882,7191141825.15134,8823784633.01218,10013852848.6836,11675330309.8997,11204008248.8673,13138775753.2026,15700470459.9222,17203980742.5707,
Zambia,ZMB,3131340054.42921,3253551749.72453,3653822711.78246,3711284086.74656,4341841413.82818,5439176375.73615,7178556336.82292,10702200821.6889,11541420981.4946,14640792100.4893,12805029521.6596,16190196832.0872,19204037683.5437,20678025801.9103,
Zimbabwe,ZWE,6858013062.76817,6689957610.05549,6777384732.66549,6342116353.99126,5727591778.02479,5805598442.66676,5755215232.33845,5443896499.71994,5291950101.35736,4415702801.27889,6133240671.86633,7433314459.73933,8865427917.06297,9802360203.02197,
